"UTLIZATION_TYPE","STATE_NAME","LABELER_CODE","PRODUCT_CODE","PACKAGE_SIZE","NDC","YEAR_NUMBER","QUARTER","PRODUCT_NAME","PRESCRIPTIONS","TOTAL_NUMBER","UNITS"
"FFSU","NY",42806,56,10,"42806005610",2018,1,"AMLODIPINE",13349,420,2291.14
"FFSU","NY",69918,301,30,"69918030130",2018,1,"TRANEXAMIC",,,
"FFSU","NY",62332,46,71,"62332004671",2018,1,"VALSARTAN",,,
"MCOU","NY",63323,303,51,"63323030351",2018,1,"TOBRAMYCIN",,,
"FFSU","NY",62756,145,86,"62756014586",2018,1,"RIVASTIGMI",,,
"MCOU","NY",13668,167,30,"13668016730",2018,1,"OLANZAPINE",,,
"MCOU","NY",338,9543,6,"338954306",2018,1,"NACL 0.9%",193,165,11829.62
"MCOU","NY",74,3162,90,"74316290",2018,1,"TRILIPIX D",,,
"FFSU","NY",93,810,1,"93081001",2018,1,"NORTRIPTYL",5272,93,975.05
"MCOU","NY",93,7772,5,"93777205",2018,1,"CLOZAPINE",134220.5,1865,103152.79
"FFSU","NY",904,5711,30,"904571130",2018,1,"12 HOUR NA",7724,257,1589.17
"FFSU","NY",63653,1171,6,"63653117106",2018,1,"PLAVIX",810,23,5263.39
"FFSU","NY",13668,484,5,"13668048405",2018,1,"MINOCYCLIN",,,
"MCOU","NY",75834,122,5,"75834012205",2018,1,"ACYCLOVIR",,,
"MCOU","NY",65162,475,9,"65162047509",2018,1,"NORETHINDR",,,
"MCOU","NY",64376,129,23,"64376012923",2018,1,"ZIDOVUDINE",,,
"MCOU","NY",13668,7,1,"13668000701",2018,1,"ZOLPIDEM 5",67157,2504,4844.24
"MCOU","NY",713,630,15,"713063015",2018,1,"ACYCLOVIR",,,
"FFSU","NY",78,385,66,"78038566",2018,1,"MYFORTIC T",5422,45,22242.96
"MCOU","NY",60846,802,1,"60846080201",2018,1,"UNITHROID",450,13,118.42
"MCOU","NY",60505,142,1,"60505014201",2018,1,"GLIPIZIDE",225458,4161,10088.75
"MCOU","NY",68645,190,59,"68645019059",2018,1,"METOPROLOL",92239,1344,2036.6
"FFSU","NY",23155,244,46,"23155024446",2018,1,"RIZATRIPTA",,,
"MCOU","NY",16714,82,11,"16714008211",2018,1,"HYDROXYZIN",50613,917,6656.36
"MCOU","NY",64980,261,1,"64980026101",2018,1,"METHIMAZOL",20875,327,4493.78
"FFSU","NY",16714,448,2,"16714044802",2018,1,"AMITRIPTYL",960,24,482.82
"MCOU","NY",93,6815,73,"93681573",2018,1,"BUDESONIDE",282375,3313,618463.79
"MCOU","NY",43598,321,30,"43598032130",2018,1,"AMLODIPINE",,,
"MCOU","NY",45802,650,87,"45802065087",2018,1,"LORATADINE",1571826,54826,79404.07
"FFSU","NY",53489,156,5,"53489015605",2018,1,"ALLOPURINO",,,
"FFSU","NY",62559,241,1,"62559024101",2018,1,"METHAZOLAM",,,
"FFSU","NY",904,6371,61,"904637161",2018,1,"AMLODIPINE",414,47,202.35
"MCOU","NY",52544,693,30,"52544069330",2018,1,"MATZIM LA",510,17,1430.54
"FFSU","NY",16729,4,15,"16729000415",2018,1,"SIMVASTATI",2994,96,587.19
"MCOU","NY",143,2230,10,"143223010",2018,1,"ISOSORBIDE",,,
"MCOU","NY",51525,6831,4,"51525683104",2018,1,"TRILYTE WI",520000,130,1502.96
"FFSU","NY",61442,103,5,"61442010305",2018,1,"DICLOFENAC",880,14,192.38
"MCOU","NY",67457,409,13,"67457040913",2018,1,"HALOPERIDO",1492,866,50858.99
"MCOU","NY",23,4290,3,"23429003",2018,1,"LASTACAFT",60,20,4067.04
"FFSU","NY",65162,52,10,"65162005210",2018,1,"CITALOPRAM",1137,43,251.23
"MCOU","NY",378,7103,1,"378710301",2018,1,"OXYCODONE",,,
"MCOU","NY",16714,510,2,"16714051002",2018,1,"CARISOPROD",6881,110,786.1
"MCOU","NY",49348,509,7,"49348050907",2018,1,"GAS RELIEF",,,
"MCOU","NY",68001,154,3,"68001015403",2018,1,"CARVEDILOL",32488,543,828.05
"MCOU","NY",591,4930,5,"591493005",2018,1,"AMANTADINE",2972,42,2880.29
"FFSU","NY",68001,334,0,"68001033400",2018,1,"LISINOPRIL",,,
"MCOU","NY",59148,18,71,"59148001871",2018,1,"ABILIFY MA",307.743,309,490479.63
"MCOU","NY",69097,125,12,"69097012512",2018,1,"TOPIRAMATE",4848.47,91,1443.71
"MCOU","NY",24385,4,12,"24385000412",2018,1,"MOTION SIC",,,
"MCOU","NY",33342,63,10,"33342006310",2018,1,"VALSARTAN",,,
"FFSU","NY",781,5204,10,"781520410",2018,1,"LOSARTAN/H",1434,40,331.25
"FFSU","NY",9,18,20,"9001820",2018,1,"SOLU-MEDRO",74.375,101,3708.07
"FFSU","NY",76282,152,10,"76282015210",2018,1,"MELOXICAM",,,
"MCOU","NY",44087,188,1,"44087018801",2018,1,"REBIF REBI",,,
"FFSU","NY",69097,289,70,"69097028970",2018,1,"LEVOFLOXAC",1190,165,955.46
"MCOU","NY",68462,564,35,"68462056435",2018,1,"MUPIROCIN",23966,728,200871.92
"MCOU","NY",31722,517,60,"31722051760",2018,1,"STAVUDINE",,,
"MCOU","NY",781,1496,31,"781149631",2018,1,"AZITHROMYC",2866,478,1839.2
"MCOU","NY",603,2439,21,"603243921",2018,1,"BENZTROPIN",55926,1189,8875.43
"MCOU","NY",67877,473,79,"67877047379",2018,1,"LIDOCAINE",12578.08,242,24490.16
"MCOU","NY",60505,3161,8,"60505316108",2018,1,"LOSARTAN P",1440,41,85.62
"MCOU","NY",24338,80,14,"24338008014",2018,1,"OTOVEL",294,20,4871.67
"FFSU","NY",51224,1,50,"51224000150",2018,1,"BENZONATAT",14165,369,5092.7
"FFSU","NY",62332,105,30,"62332010530",2018,1,"MODAFINIL",,,
"MCOU","NY",60793,117,1,"60793011701",2018,1,"CYTOMEL 50",,,
"MCOU","NY",68382,94,1,"68382009401",2018,1,"CARVEDILOL",103463,1592,4168.27
"FFSU","NY",224,1801,84,"224180184",2018,1,"KONSYL 6GM",,,
"FFSU","NY",60432,65,0,"60432006500",2018,1,"AMOXICILLI",8750,61,4449.62
"FFSU","NY",24208,411,10,"24208041110",2018,1,"BRIMONIDIN",310,30,366
"MCOU","NY",378,6114,1,"378611401",2018,1,"OXYCODONE",,,
"MCOU","NY",69656,102,10,"69656010210",2018,1,"VARUBI INJ",,,
"MCOU","NY",597,152,37,"597015237",2018,1,"JARDIANCE",840,28,12646.97
"MCOU","NY",13811,682,10,"13811068210",2018,1,"ARIPRPRAZO",,,
"MCOU","NY",51079,572,20,"51079057220",2018,1,"TRIFLUOPER",,,
"MCOU","NY",93,757,1,"93075701",2018,1,"PIROXICAM",1459,51,2067.16
"MCOU","NY",78,563,30,"78056330",2018,1,"EXFORGE HC",,,
"MCOU","NY",43547,409,3,"43547040903",2018,1,"PAROXETINE",690,23,2369.17
"FFSU","NY",54458,988,16,"54458098816",2018,1,"PAROXETINE",,,
"MCOU","NY",55111,186,1,"55111018601",2018,1,"QUETIAPINE",2907,78,606.11
"MCOU","NY",42806,349,5,"42806034905",2018,1,"BUPROPION",,,
"MCOU","NY",68382,529,42,"68382052942",2018,1,"CHOLESTYRA",,,
"MCOU","NY",31722,283,10,"31722028310",2018,1,"CYCLOBENZA",1979,50,72.7
"FFSU","NY",16729,4,17,"16729000417",2018,1,"SIMVASTATI",64300,1927,12244.66
"MCOU","NY",51862,564,1,"51862056401",2018,1,"LOW-OGESTR",476,17,192.17
"FFSU","NY",13925,107,1,"13925010701",2018,1,"METHENAMIN",,,
"FFSU","NY",115,4411,1,"115441101",2018,1,"DANTROLENE",11002,84,7476.97
"MCOU","NY",603,5484,32,"603548432",2018,1,"PROPRANOLO",4140,63,1104.48
"MCOU","NY",45802,966,94,"45802096694",2018,1,"ERYTHROMYC",16110,464,35755.75
"FFSU","NY",51672,2020,2,"51672202002",2018,1,"TOLNAFTATE",2310,66,441.32
"MCOU","NY",115,7033,2,"115703302",2018,1,"FLUDROCORT",1856,51,511.81
"MCOU","NY",13107,155,90,"13107015590",2018,1,"PAROXETINE",102200,3208,11896.68
"MCOU","NY",13107,21,5,"13107002105",2018,1,"HYDROCODON",12209,132,2405.99
"MCOU","NY",70000,173,1,"70000017301",2018,1,"ACETAMINOP",117844,808,2436.03
"MCOU","NY",60505,65,2,"60505006502",2018,1,"OMEPRAZOLE",25566.5,819,3951.89
"FFSU","NY",63323,270,57,"63323027057",2018,1,"PROPOFOL I",,,
"MCOU","NY",65862,99,75,"65862009975",2018,1,"CEFPROZIL",,,
"MCOU","NY",603,3899,19,"603389919",2018,1,"HYDROCORTI",44978,485,8131.18
"MCOU","NY",65862,570,30,"65862057030",2018,1,"VALSARTAN",9412,296,4624.21
"MCOU","NY",37205,993,26,"37205099326",2018,1,"MUCUS RELI",3190,25,76.6
"FFSU","NY",185,799,5,"185079905",2018,1,"RIFAMPIN 3",,,
"FFSU","NY",603,4975,21,"603497521",2018,1,"OXYBUTYNIN",18609,300,6305.63
"FFSU","NY",55111,292,36,"55111029236",2018,1,"SUMATRIPTA",541,53,591.4
"MCOU","NY",49884,677,1,"49884067701",2018,1,"NIFEDIPINE",,,
"MCOU","NY",378,757,10,"378075710",2018,1,"ATENOLOL 1",3755,124,234.77
"MCOU","NY",54,388,19,"54038819",2018,1,"DOXERCALCI",,,
"FFSU","NY",93,7425,98,"93742598",2018,1,"MONTELUKAS",510,16,146.03
"MCOU","NY",68001,247,16,"68001024716",2018,1,"ONDANSETRO",,,
"FFSU","NY",185,404,1,"185040401",2018,1,"AMPHETAMIN",,,
"MCOU","NY",51672,1297,3,"51672129703",2018,1,"CLOBETASOL",12555,203,17184.51
"FFSU","NY",13668,473,91,"13668047391",2018,1,"FLUOXETINE",,,
"MCOU","NY",63304,99,19,"63304009919",2018,1,"SUMATRIPTA",3949,442,2820.48
"MCOU","NY",70710,1008,2,"70710100802",2018,1,"OSELTAMAVI",7061.8,490,61250.06
"MCOU","NY",24208,631,10,"24208063110",2018,1,"NEO/POLY B",45570,4519,221506.14
"MCOU","NY",49908,173,80,"49908017380",2018,1,"SODIUM SUL",,,
"FFSU","NY",59762,5021,1,"59762502101",2018,1,"QUINAPRIL",,,
"MCOU","NY",378,60,1,"378006001",2018,1,"MAPROTILIN",,,
"MCOU","NY",70000,261,1,"70000026101",2018,1,"LDR CHILD",,,
"MCOU","NY",50268,755,15,"50268075515",2018,1,"TORSEMIDE",,,
"FFSU","NY",93,1061,1,"93106101",2018,1,"SOTALOL HC",,,
"MCOU","NY",51285,369,1,"51285036901",2018,1,"TREXALL TA",84,18,3367.07
"MCOU","NY",24385,364,68,"24385036468",2018,1,"ADULT CHEW",630,20,13.88
"MCOU","NY",406,9911,3,"406991103",2018,1,"PAMELOR CA",,,
"MCOU","NY",51672,4048,6,"51672404806",2018,1,"CLOTRIMAZO",96708,2036,54308.38
"MCOU","NY",43547,351,50,"43547035150",2018,1,"LISINOPRIL",45966,1509,815.51
"MCOU","NY",185,102,10,"185010210",2018,1,"LISINOPRIL",,,
"MCOU","NY",68152,101,0,"68152010100",2018,1,"FUSILEV, 5",550,89,307809.33
"MCOU","NY",50474,770,9,"50474077009",2018,1,"BRIVAIACT",,,
"MCOU","NY",68001,120,3,"68001012003",2018,1,"BPL METOPR",1350,42,934.52
"FFSU","NY",59746,383,6,"59746038306",2018,1,"TERAZOSIN",1678,45,367.76
"MCOU","NY",17478,716,10,"17478071610",2018,1,"APRACLONID",,,
"FFSU","NY",68382,113,14,"68382011314",2018,1,"RISPERIDON",11840,214,1653.84
"FFSU","NY",78,659,35,"78065935",2018,1,"ENTRESTO F",,,
"FFSU","NY",66993,417,30,"66993041730",2018,1,"RALOXIFENE",,,
"FFSU","NY",65,429,30,"65042930",2018,1,"SYSTANE",138071.5,4628,72310.63
"MCOU","NY",121,646,16,"121064616",2018,1,"AMANTADINE",40469,90,946.79
"MCOU","NY",168,111,9,"168011109",2018,1,"BACITRACIN",,,
"MCOU","NY",781,5749,1,"781574901",2018,1,"METHYLPHEN",8961,197,4534.05
"FFSU","NY",378,243,1,"378024301",2018,1,"SPIRONOLAC",,,
"MCOU","NY",76439,102,50,"76439010250",2018,1,"CEPHALEXIN",2279,99,172.29
"MCOU","NY",29033,46,30,"29033004630",2018,1,"VENLAFAXIN",16274,558,135899.53
"FFSU","NY",13668,268,10,"13668026810",2018,1,"CARBAMAZEP",21868,217,12207.93
"FFSU","NY",42806,38,1,"42806003801",2018,1,"BETAXOLOL",,,
"MCOU","NY",904,5852,46,"904585246",2018,1,"CETIRIZINE",1638,56,102.73
"MCOU","NY",641,6027,25,"641602725",2018,1,"FENTANYL C",2124,770,1325250.84
"MCOU","NY",591,411,50,"591041150",2018,1,"DOXYCYCLIN",6484,225,2647.54
"FFSU","NY",115,1555,10,"115155510",2018,1,"FENOFIBRIC",,,
"FFSU","NY",65862,523,1,"65862052301",2018,1,"GABAPENTIN",,,
"FFSU","NY",378,611,1,"378061101",2018,1,"METHYLDOPA",,,
"MCOU","NY",68084,473,11,"68084047311",2018,1,"GEMFIBROZI",,,
"MCOU","NY",45802,280,34,"45802028034",2018,1,"BENZOYL PE",350002,1538,12931.03
"MCOU","NY",68645,520,54,"68645052054",2018,1,"ESCITALOPR",435,16,114.37
"FFSU","NY",264,1800,31,"264180031",2018,1,"0.9% SODIU",30652.8,70,865.77
"MCOU","NY",49884,29,1,"49884002901",2018,1,"HYDRALAZIN",,,
"FFSU","NY",51991,716,41,"51991071641",2018,1,"RISPERIDON",23306,316,10509.32
"MCOU","NY",904,5735,11,"904573511",2018,1,"NICORELIEF",41950,264,9951.18
"FFSU","NY",60505,2582,5,"60505258205",2018,1,"AZITHROMYC",,,
"FFSU","NY",63459,348,4,"63459034804",2018,1,"BENDEKA 10",384.28,64,213838.99
"FFSU","NY",63323,319,4,"63323031904",2018,1,"GRANISETRO",49.4,47,190.92
"MCOU","NY",378,6233,1,"378623301",2018,1,"CITALOPRAM",53518,1771,5014.61
"MCOU","NY",16571,101,25,"16571010125",2018,1,"DICLOFENAC",,,
"FFSU","NY",55513,5,4,"55513000504",2018,1,"ARANESP (D",107.06,362,161054.68
"MCOU","NY",64764,543,11,"64764054311",2018,1,"PREVACID L",12780,375,173130.19
"MCOU","NY",66993,21,27,"66993002127",2018,1,"LEVALBUTER",1656,18,1266.99
"MCOU","NY",9,274,1,"9027401",2018,1,"DEPO-MEDRO",441,342,47374.65
"FFSU","NY",591,5694,60,"591569460",2018,1,"MINOCYCLIN",,,
"MCOU","NY",49884,563,11,"49884056311",2018,1,"LAMOTRIGIN",1920,42,9972.63
"MCOU","NY",42858,1,1,"42858000101",2018,1,"OXYCODONE",75368,1455,9553.72
"MCOU","NY",16714,356,1,"16714035601",2018,1,"LEVETIRACE",22324,269,4716.02
"MCOU","NY",228,2539,50,"228253950",2018,1,"CARBI/LEVO",38275,325,4587.75
"FFSU","NY",409,7922,3,"409792203",2018,1,"DEXTROSE 5",36000,34,195.71
"FFSU","NY",45802,717,8,"45802071708",2018,1,"TERCONAZOL",249,77,6320.78
"FFSU","NY",32,1203,70,"32120370",2018,1,"CREON (PAN",1810,14,2258.78
"MCOU","NY",65,8533,2,"65853302",2018,1,"CIPRODEX O",81397.5,10772,2317262.23
"FFSU","NY",93,263,30,"93026330",2018,1,"FLUOCINONI",,,
"MCOU","NY",55111,720,30,"55111072030",2018,1,"LAMOTRIGIN",17035,386,94874.81
"FFSU","NY",63323,255,3,"63323025503",2018,1,"METHYLPRED",,,
"MCOU","NY",60793,856,1,"60793085601",2018,1,"LEVOXYL TA",2816,91,1407.39
"MCOU","NY",51672,4047,9,"51672404709",2018,1,"CARBA SUSP",97252,168,8955.27
"FFSU","NY",27505,102,1,"27505010201",2018,1,"CORGARD, 8",,,
"FFSU","NY",29300,125,10,"29300012510",2018,1,"MELOXICAM",16510,521,3300.89
"MCOU","NY",13668,219,90,"13668021990",2018,1,"ARIPIPRAZO",1752,59,7181.63
"MCOU","NY",59767,16,2,"59767001602",2018,1,"PERTZYE 16",,,
"FFSU","NY",904,6490,35,"904649035",2018,1,"SODIUM CHL",6650,408,4738.27
"FFSU","NY",944,2700,5,"944270005",2018,1,"GAMMAGARD",786.5,39,131667
"FFSU","NY",135,515,3,"135051503",2018,1,"NICORETTE",,,
"FFSU","NY",62856,582,52,"62856058252",2018,1,"BANZEL 200",27669,197,303365.5
"FFSU","NY",173,772,2,"173077202",2018,1,"LAMICTAL O",6690,34,68500.85
"MCOU","NY",51991,747,90,"51991074790",2018,1,"DULOXETINE",39055,1116,30400.09
"MCOU","NY",60505,681,0,"60505068100",2018,1,"CEFEPIME H",,,
"MCOU","NY",63323,568,95,"63323056895",2018,1,"ENOXAPARIN",148.9,12,56502.23
"MCOU","NY",61958,1901,1,"61958190101",2018,1,"GENVOYA",518225,17284,50137469.9
"FFSU","NY",187,5160,20,"187516020",2018,1,"RETIN-A CR",,,
"MCOU","NY",781,5310,8,"781531008",2018,1,"RISPERIDON",8145,180,9217.1
"MCOU","NY",62011,246,1,"62011024601",2018,1,"HEALTH MAR",9876,62,184.42
"MCOU","NY",51862,586,1,"51862058601",2018,1,"LORCET PLU",,,
"MCOU","NY",66993,60,27,"66993006027",2018,1,"ATOVAQ/PRO",,,
"FFSU","NY",24338,104,13,"24338010413",2018,1,"ERYTH BASE",1160,31,19957.09
"FFSU","NY",65,416,25,"65041625",2018,1,"TEARS NATU",,,
"FFSU","NY",51991,457,58,"51991045758",2018,1,"POLYETHYLE",391713,1453,17657.19
"FFSU","NY",64980,170,5,"64980017005",2018,1,"HYDROXYZIN",3850,68,637.05
"MCOU","NY",703,5656,1,"703565601",2018,1,"ETOPOSIDE",187.5,17,3896.04
"FFSU","NY",185,4416,1,"185441601",2018,1,"METFORMIN",,,
"FFSU","NY",49502,501,2,"49502050102",2018,1,"EPIPEN JR.",,,
"FFSU","NY",781,1972,1,"781197201",2018,1,"DESIPRAMIN",,,
"MCOU","NY",78,687,15,"78068715",2018,1,"PROMACTA T",1770,48,719056.46
"FFSU","NY",43547,277,3,"43547027703",2018,1,"IRBESARTAN",,,
"MCOU","NY",93,4069,1,"93406901",2018,1,"PRAZOSIN H",27439,769,21874.22
"FFSU","NY",406,125,10,"406012510",2018,1,"HYDROCODON",,,
"FFSU","NY",62011,142,1,"62011014201",2018,1,"HEALTH MAR",,,
"MCOU","NY",27808,58,1,"27808005801",2018,1,"METHYLPHEN",4830,18,2118.69
"MCOU","NY",61748,18,1,"61748001801",2018,1,"RIFAMPIN C",5330,107,4037.14
"FFSU","NY",55111,637,1,"55111063701",2018,1,"MINOCYCLIN",,,
"FFSU","NY",13668,329,30,"13668032930",2018,1,"AMLO+VAL+H",,,
"MCOU","NY",93,4059,53,"93405953",2018,1,"CEFADROXIL",,,
"FFSU","NY",16714,481,2,"16714048102",2018,1,"TRAMADOL H",,,
"MCOU","NY",13668,155,10,"13668015510",2018,1,"ESOMEPRAZO",3579,121,7620.42
"MCOU","NY",115,1687,74,"115168774",2018,1,"BUDESONIDE",72690,844,152452.47
"FFSU","NY",49884,465,66,"49884046566",2018,1,"CHOLESTYRA",6426,17,1323.45
"MCOU","NY",31722,702,90,"31722070290",2018,1,"LOSARTAN 1",1050,31,86.31
"MCOU","NY",65862,905,60,"65862090560",2018,1,"IPRATROPIU",,,
"FFSU","NY",378,6156,1,"378615601",2018,1,"DIGITEK (D",,,
"FFSU","NY",527,1396,1,"527139601",2018,1,"LOXAPINE C",,,
"MCOU","NY",93,7571,98,"93757198",2018,1,"ROSUVASTAT",,,
"MCOU","NY",713,803,60,"713080360",2018,1,"FLUOCINONI",780,13,1380.92
"MCOU","NY",60687,145,11,"60687014511",2018,1,"PREDNISONE",543.6,28,4704.15
"FFSU","NY",93,5742,65,"93574265",2018,1,"CYCLOSPORI",2770,37,6635.55
"FFSU","NY",54,8174,25,"54817425",2018,1,"DEXAMETHA",,,
"MCOU","NY",68645,522,54,"68645052254",2018,1,"SERTRALINE",73894,2231,6538.58
"FFSU","NY",228,3153,3,"228315303",2018,1,"BUPRENORPH",2201,57,3274.34
"MCOU","NY",7,3371,13,"7337113",2018,1,"COREG CR C",,,
"FFSU","NY",50458,590,60,"50458059060",2018,1,"RISPERIDON",2352,45,259.23
"FFSU","NY",54,259,22,"54025922",2018,1,"MONTELUKAS",5334,165,1540.13
"FFSU","NY",85,4610,1,"85461001",2018,1,"DULERA INH",4797,356,113148.21
"MCOU","NY",68645,544,59,"68645054459",2018,1,"METFORMIN",960,18,24
"MCOU","NY",536,4445,89,"536444589",2018,1,"REGULOID/",471574,868,4169.07
"FFSU","NY",16571,101,50,"16571010150",2018,1,"DICLOFENAC",,,
"MCOU","NY",29300,172,16,"29300017216",2018,1,"MEMANTINE",23644,441,20822.39
"MCOU","NY",378,3613,1,"378361301",2018,1,"LIOTHYRONI",,,
"FFSU","NY",13668,135,10,"13668013510",2018,1,"ESCITALOPR",1980,59,501.88
"MCOU","NY",591,3759,5,"591375905",2018,1,"AMLODIPINE",,,
"MCOU","NY",68645,570,54,"68645057054",2018,1,"CITALOPRAM",1140,38,75.65
"FFSU","NY",904,2013,60,"904201360",2018,1,"ASPIRIN 5G",5852,143,563.57
"MCOU","NY",16252,571,50,"16252057150",2018,1,"RAMIPRIL C",,,
"FFSU","NY",68180,981,3,"68180098103",2018,1,"LISINOPRIL",69416,1816,11390.11
"MCOU","NY",51991,331,6,"51991033106",2018,1,"NEVIRAPINE",3600,59,3862.03
"MCOU","NY",13668,159,30,"13668015930",2018,1,"TELMISARTA",,,
"FFSU","NY",69097,824,12,"69097082412",2018,1,"CITALOPRAM",3975,133,848.27
"MCOU","NY",63304,758,1,"63304075801",2018,1,"MORPHINE S",6037,95,6007.46
"MCOU","NY",61269,181,28,"61269018128",2018,1,"45% UREA N",616,22,2484.75
"MCOU","NY",53489,141,1,"53489014101",2018,1,"QUINIDINE",,,
"MCOU","NY",591,2473,19,"591247319",2018,1,"TAMOXIFEN",8520,276,3631.35
"MCOU","NY",57237,88,63,"57237008863",2018,1,"RIZATRIPTA",892,86,1347.24
"FFSU","NY",13668,155,10,"13668015510",2018,1,"ESOMEPRAZO",,,
"MCOU","NY",93,4404,93,"93440493",2018,1,"CLOZAPINE",,,
"FFSU","NY",69315,211,1,"69315021101",2018,1,"NIFEDIPINE",,,
"MCOU","NY",24658,250,5,"24658025005",2018,1,"CIPROFLOXA",,,
"FFSU","NY",16714,226,1,"16714022601",2018,1,"LOSARTAN H",,,
"MCOU","NY",63402,512,24,"63402051224",2018,1,"XOPENEX (L",,,
"MCOU","NY",6,952,31,"6095231",2018,1,"COZAAR 50M",,,
"FFSU","NY",85,4350,1,"85435001",2018,1,"INTRON A I",,,
"MCOU","NY",904,5678,61,"904567861",2018,1,"PAROXETINE",,,
"MCOU","NY",456,4020,1,"456402001",2018,1,"CELEXA  20",797,29,5724.9
"FFSU","NY",16714,611,6,"16714061106",2018,1,"SERTRALINE",5206,175,1112.24
"FFSU","NY",68382,905,1,"68382090501",2018,1,"MORPHINE S",,,
"MCOU","NY",47335,678,13,"47335067813",2018,1,"DILTIAZEM",,,
"MCOU","NY",43547,353,10,"43547035310",2018,1,"LISINOPRIL",9674,312,233.39
"MCOU","NY",378,1063,1,"378106301",2018,1,"GUANFACINE",27205,935,28528.8
"MCOU","NY",60505,83,4,"60505008304",2018,1,"PAROXETINE",10263,330,999.48
"FFSU","NY",63323,347,20,"63323034720",2018,1,"CEFTRIAXON",,,
"MCOU","NY",67877,542,7,"67877054207",2018,1,"TEMOZOLOMI",,,
"FFSU","NY",185,853,1,"185085301",2018,1,"AMPHETAMIN",3324,67,1694.95
"FFSU","NY",63323,221,16,"63323022116",2018,1,"VANCOMYCIN",,,
"MCOU","NY",71,1016,41,"71101641",2018,1,"LYRICA (PR",3610,56,28958.19
"MCOU","NY",69097,851,7,"69097085107",2018,1,"NAPROXEN D",50515,1101,6059.89
"MCOU","NY",409,4888,10,"409488810",2018,1,"SODIUM CL",6023.33,53,19749.02
"FFSU","NY",59088,104,73,"59088010473",2018,1,"FLUORIDE C",,,
"MCOU","NY",338,5003,41,"338500341",2018,1,"2G/50ML CE",2312.5,44,80833.47
"MCOU","NY",65162,764,10,"65162076410",2018,1,"WARFARIN S",4527,127,856.8
"FFSU","NY",832,1120,35,"832112035",2018,1,"TESTOSTERO",,,
"MCOU","NY",42543,52,62,"42543005262",2018,1,"NYSTATIN T",12390,370,8402.08
"MCOU","NY",61314,645,11,"61314064511",2018,1,"NEO/POLY/H",13672.5,1361,67623.52
"FFSU","NY",4,98,1,"4009801",2018,1,"KLONOPIN 2",900,14,3521.8
"FFSU","NY",185,630,1,"185063001",2018,1,"LISINOPRIL",581,17,97.59
"FFSU","NY",57237,102,99,"57237010299",2018,1,"METOPROLOL",6420,92,865.3
"FFSU","NY",832,480,90,"832048090",2018,1,"EPLERENONE",,,
"FFSU","NY",456,4020,1,"456402001",2018,1,"CELEXA  20",,,
"MCOU","NY",71,7,24,"71000724",2018,1,"DILANTIN I",4375,36,4972.45
"FFSU","NY",70408,141,34,"70408014134",2018,1,"RANITIDINE",,,
"MCOU","NY",39822,5550,6,"39822555006",2018,1,"PROMETHAZI",,,
"FFSU","NY",76385,110,50,"76385011050",2018,1,"CARVEDILOL",5670,75,569.16
"MCOU","NY",13668,328,30,"13668032830",2018,1,"AMLO+VAL+H",720,18,2698.79
"FFSU","NY",68382,136,16,"68382013616",2018,1,"LOSARTAN P",2396,68,420.33
"MCOU","NY",13811,10,30,"13811001030",2018,1,"COMPLETE N",8400,147,1735.51
"MCOU","NY",13811,527,1,"13811052701",2018,1,"TL GARD",390,13,123.04
"FFSU","NY",55111,534,5,"55111053405",2018,1,"DIVALPROEX",66796,849,43225.12
"MCOU","NY",51079,555,1,"51079055501",2018,1,"REPAGLINID",,,
"FFSU","NY",68084,127,1,"68084012701",2018,1,"NAPROXEN T",,,
"MCOU","NY",55111,650,1,"55111065001",2018,1,"METAXALONE",7946,118,25522.44
"MCOU","NY",53489,387,1,"53489038701",2018,1,"MINOXIDIL",3837,87,1287.9
"MCOU","NY",16714,454,1,"16714045401",2018,1,"QUETIAPINE",24053,641,6459.71
"MCOU","NY",13107,145,5,"13107014505",2018,1,"CARVEDILOL",3420,67,132.02
"FFSU","NY",47335,710,13,"47335071013",2018,1,"TOPIRAMATE",2554,38,379.94
"FFSU","NY",68180,514,9,"68180051409",2018,1,"LISINOPRIL",,,
"MCOU","NY",54458,865,10,"54458086510",2018,1,"PIOGLITAZO",,,
"MCOU","NY",43547,416,11,"43547041611",2018,1,"LISINOPRIL",68831,2197,1397.6
"FFSU","NY",55111,179,15,"55111017915",2018,1,"TIZANIDINE",11746,148,2044
"MCOU","NY",58657,610,10,"58657061010",2018,1,"LOSARTAN P",6435,215,409.3
"MCOU","NY",51079,670,1,"51079067001",2018,1,"METHOTREXA",,,
"FFSU","NY",536,3218,1,"536321801",2018,1,"APAP PAIN/",478442,5497,29782.8
"FFSU","NY",378,1805,10,"378180510",2018,1,"LEVOTHYROX",58427,1798,30344.9
"FFSU","NY",955,1702,10,"955170210",2018,1,"ZOLPIDEM T",,,
"FFSU","NY",65862,516,1,"65862051601",2018,1,"NAPROXEN S",,,
"FFSU","NY",591,5660,1,"591566001",2018,1,"SULINDAC 2",,,
"MCOU","NY",13632,123,1,"13632012301",2018,1,"SOLTAMOX,",,,
"FFSU","NY",16252,601,2,"16252060102",2018,1,"ALENDRONAT",108,27,176.34
"MCOU","NY",51079,873,20,"51079087320",2018,1,"GLYBURIDE",,,
"MCOU","NY",409,7241,25,"409724125",2018,1,"EPINEPHRIN",,,
"FFSU","NY",50111,333,1,"50111033301",2018,1,"METRONIDAZ",1732,60,1139.29
